Date,Close
2/22/2016 16:00:00,29.35
2/23/2016 16:00:00,28.8
2/24/2016 16:00:00,29.19
2/25/2016 16:00:00,29.62
2/26/2016 16:00:00,29.8
2/29/2016 16:00:00,29.59
3/1/2016 16:00:00,30.37
3/2/2016 16:00:00,30.54
3/3/2016 16:00:00,30.58
3/4/2016 16:00:00,30.63
3/7/2016 16:00:00,30.94
3/8/2016 16:00:00,30.56
3/9/2016 16:00:00,30.87
3/10/2016 16:00:00,31.25
3/11/2016 16:00:00,31.76
3/14/2016 16:00:00,31.43
3/15/2016 16:00:00,31.65
3/16/2016 16:00:00,31.69
3/17/2016 16:00:00,31.98
3/18/2016 16:00:00,32.68
3/21/2016 16:00:00,32.34
3/22/2016 16:00:00,32.32
3/23/2016 16:00:00,32
3/24/2016 16:00:00,31.88
3/28/2016 16:00:00,31.9
3/29/2016 16:00:00,32.38
3/30/2016 16:00:00,32.71
3/31/2016 16:00:00,32.35
4/1/2016 16:00:00,32.45
4/4/2016 16:00:00,32
4/5/2016 16:00:00,31.9
4/6/2016 16:00:00,32.08
4/7/2016 16:00:00,31.55
4/8/2016 16:00:00,31.63
4/11/2016 16:00:00,31.67
4/12/2016 16:00:00,31.86
4/13/2016 16:00:00,32.13
4/14/2016 16:00:00,31.8
4/15/2016 16:00:00,31.46
4/18/2016 16:00:00,31.65
4/19/2016 16:00:00,31.6
4/20/2016 16:00:00,32
4/21/2016 16:00:00,31.97
4/22/2016 16:00:00,31.64
4/25/2016 16:00:00,31.39
4/26/2016 16:00:00,31.4
4/27/2016 16:00:00,31.75
4/28/2016 16:00:00,31.11
4/29/2016 16:00:00,30.28
5/2/2016 16:00:00,30.61
5/3/2016 16:00:00,30.36
5/4/2016 16:00:00,29.85
5/5/2016 16:00:00,29.9
5/6/2016 16:00:00,30.04
5/9/2016 16:00:00,29.8
5/10/2016 16:00:00,30.14
5/11/2016 16:00:00,30.06
5/12/2016 16:00:00,29.76
5/13/2016 16:00:00,29.91
5/16/2016 16:00:00,30.39
5/17/2016 16:00:00,29.98
5/18/2016 16:00:00,29.99
5/19/2016 16:00:00,29.63
5/20/2016 16:00:00,30.15
5/23/2016 16:00:00,30.23
5/24/2016 16:00:00,31.06
5/25/2016 16:00:00,31.39
5/26/2016 16:00:00,31.49
5/27/2016 16:00:00,31.57
5/31/2016 16:00:00,31.59
6/1/2016 16:00:00,31.66
6/2/2016 16:00:00,31.76
6/3/2016 16:00:00,31.62
6/6/2016 16:00:00,31.68
6/7/2016 16:00:00,31.88
6/8/2016 16:00:00,31.89
6/9/2016 16:00:00,31.94
6/10/2016 16:00:00,32.04
6/13/2016 16:00:00,32.17
6/14/2016 16:00:00,32.14
6/15/2016 16:00:00,31.61
6/16/2016 16:00:00,31.69
6/17/2016 16:00:00,31.76
6/20/2016 16:00:00,32.17
6/21/2016 16:00:00,32.32
6/22/2016 16:00:00,32.29
6/23/2016 16:00:00,32.99
6/24/2016 16:00:00,31.55
6/27/2016 16:00:00,30.72
6/28/2016 16:00:00,31.19
6/29/2016 16:00:00,31.93
6/30/2016 16:00:00,32.8
7/1/2016 16:00:00,32.75
7/5/2016 16:00:00,32.68
7/6/2016 16:00:00,32.97
7/7/2016 16:00:00,33.2
7/8/2016 16:00:00,34
7/11/2016 16:00:00,34.38
7/12/2016 16:00:00,34.94
7/13/2016 16:00:00,35.01
7/14/2016 16:00:00,35.2
7/15/2016 16:00:00,35.07
7/18/2016 16:00:00,35.05
7/19/2016 16:00:00,35.15
7/20/2016 16:00:00,35.69
7/21/2016 16:00:00,34.27
7/22/2016 16:00:00,34.66
7/25/2016 16:00:00,34.69
7/26/2016 16:00:00,35.09
7/27/2016 16:00:00,34.83
7/28/2016 16:00:00,34.77
7/29/2016 16:00:00,34.86
8/1/2016 16:00:00,34.85
8/2/2016 16:00:00,34.56
8/3/2016 16:00:00,34.25
8/4/2016 16:00:00,34.58
8/5/2016 16:00:00,34.98
8/8/2016 16:00:00,35.04
8/9/2016 16:00:00,34.92
8/10/2016 16:00:00,34.53
8/11/2016 16:00:00,34.68
8/12/2016 16:00:00,34.57
8/15/2016 16:00:00,34.91
8/16/2016 16:00:00,35.21
8/17/2016 16:00:00,35.02
8/18/2016 16:00:00,34.97
8/19/2016 16:00:00,35.24
8/22/2016 16:00:00,35.36
8/23/2016 16:00:00,35.4
8/24/2016 16:00:00,35.15
8/25/2016 16:00:00,35.09
8/26/2016 16:00:00,35.26
8/29/2016 16:00:00,35.55
8/30/2016 16:00:00,35.7
8/31/2016 16:00:00,35.89
9/1/2016 16:00:00,36.02
9/2/2016 16:00:00,36.08
9/6/2016 16:00:00,36.57
9/7/2016 16:00:00,36.46
9/8/2016 16:00:00,36.44
9/9/2016 16:00:00,35.44
9/12/2016 16:00:00,36.08
9/13/2016 16:00:00,35.61
9/14/2016 16:00:00,35.62
9/15/2016 16:00:00,36.56
9/16/2016 16:00:00,37.67
9/19/2016 16:00:00,37.16
9/20/2016 16:00:00,37.14
9/21/2016 16:00:00,37.45
9/22/2016 16:00:00,37.55
9/23/2016 16:00:00,37.19
9/26/2016 16:00:00,36.65
9/27/2016 16:00:00,37.18
9/28/2016 16:00:00,37.44
9/29/2016 16:00:00,37.32
9/30/2016 16:00:00,37.75
10/3/2016 16:00:00,37.66
10/4/2016 16:00:00,37.54
10/5/2016 16:00:00,37.99
10/6/2016 16:00:00,38.07
10/7/2016 16:00:00,38.1
10/10/2016 16:00:00,38.02
10/11/2016 16:00:00,37.27
10/12/2016 16:00:00,37.13
10/13/2016 16:00:00,36.97
10/14/2016 16:00:00,37.45
10/17/2016 16:00:00,37.29
10/18/2016 16:00:00,37.75
10/19/2016 16:00:00,35.51
10/20/2016 16:00:00,35.43
10/21/2016 16:00:00,35.15
10/24/2016 16:00:00,35.26
10/25/2016 16:00:00,35.1
10/26/2016 16:00:00,34.92
10/27/2016 16:00:00,34.81
10/28/2016 16:00:00,34.74
10/31/2016 16:00:00,34.87
11/1/2016 16:00:00,34.52
11/2/2016 16:00:00,34.6
11/3/2016 16:00:00,33.93
11/4/2016 16:00:00,33.61
11/7/2016 16:00:00,34.69
11/8/2016 16:00:00,34.74
11/9/2016 16:00:00,34.75
11/10/2016 16:00:00,34.5
11/11/2016 16:00:00,34.61
11/14/2016 16:00:00,34.48
11/15/2016 16:00:00,34.91
11/16/2016 16:00:00,34.84
11/17/2016 16:00:00,35.02
11/18/2016 16:00:00,34.95
11/21/2016 16:00:00,34.98
11/22/2016 16:00:00,35.48
11/23/2016 16:00:00,35.2
11/25/2016 16:00:00,35.44
11/28/2016 16:00:00,35.51
11/29/2016 16:00:00,35.31
11/30/2016 16:00:00,34.7
12/1/2016 16:00:00,33.76
12/2/2016 16:00:00,34.16
12/5/2016 16:00:00,34.39
12/6/2016 16:00:00,34.72
12/7/2016 16:00:00,35.5
12/8/2016 16:00:00,35.7
12/9/2016 16:00:00,35.76
12/12/2016 16:00:00,35.97
12/13/2016 16:00:00,36.8
12/14/2016 16:00:00,36.55
12/15/2016 16:00:00,36.79
12/16/2016 16:00:00,36.31
12/19/2016 16:00:00,36.89
12/20/2016 16:00:00,37.21
12/21/2016 16:00:00,36.98
12/22/2016 16:00:00,36.93
12/23/2016 16:00:00,36.97
12/27/2016 16:00:00,37.07
12/28/2016 16:00:00,36.63
12/29/2016 16:00:00,36.66
12/30/2016 16:00:00,36.27
1/3/2017 16:00:00,36.6
1/4/2017 16:00:00,36.41
1/5/2017 16:00:00,36.35
1/6/2017 16:00:00,36.48
1/9/2017 16:00:00,36.61
1/10/2017 16:00:00,36.54
1/11/2017 16:00:00,36.95
1/12/2017 16:00:00,36.71
1/13/2017 16:00:00,36.79
1/17/2017 16:00:00,36.8
1/18/2017 16:00:00,36.76
1/19/2017 16:00:00,36.57
1/20/2017 16:00:00,36.94
1/23/2017 16:00:00,36.77
1/24/2017 16:00:00,37.62
1/25/2017 16:00:00,37.8
1/26/2017 16:00:00,37.56
1/27/2017 16:00:00,37.98
1/30/2017 16:00:00,37.42
1/31/2017 16:00:00,36.82
2/1/2017 16:00:00,36.52
2/2/2017 16:00:00,36.68
2/3/2017 16:00:00,36.52
2/6/2017 16:00:00,36.27
2/7/2017 16:00:00,36.35
2/8/2017 16:00:00,36.38
2/9/2017 16:00:00,35.46
2/10/2017 16:00:00,35.34
2/13/2017 16:00:00,35.8
2/14/2017 16:00:00,35.93
2/15/2017 16:00:00,36.05
2/16/2017 16:00:00,36.41
2/17/2017 16:00:00,36.48
2/21/2017 16:00:00,36.52
2/22/2017 16:00:00,36.07
2/23/2017 16:00:00,36.18
2/24/2017 16:00:00,36.53
2/27/2017 16:00:00,36.51
2/28/2017 16:00:00,36.2
3/1/2017 16:00:00,35.93
3/2/2017 16:00:00,35.91
3/3/2017 16:00:00,35.9
3/6/2017 16:00:00,35.57
3/7/2017 16:00:00,35.8
3/8/2017 16:00:00,35.62
3/9/2017 16:00:00,35.82
3/10/2017 16:00:00,35.91
3/13/2017 16:00:00,35.16
3/14/2017 16:00:00,35.18
3/15/2017 16:00:00,35.1
3/16/2017 16:00:00,35.14
3/17/2017 16:00:00,35.27
3/20/2017 16:00:00,35.43
3/21/2017 16:00:00,35.04
3/22/2017 16:00:00,35.37
3/23/2017 16:00:00,35.27
3/24/2017 16:00:00,35.16
3/27/2017 16:00:00,35.39
3/28/2017 16:00:00,35.6
3/29/2017 16:00:00,35.57
3/30/2017 16:00:00,35.75
3/31/2017 16:00:00,36.07
4/3/2017 16:00:00,36.16
4/4/2017 16:00:00,36.28
4/5/2017 16:00:00,36.22
4/6/2017 16:00:00,36.03
4/7/2017 16:00:00,36.03
4/10/2017 16:00:00,35.8
4/11/2017 16:00:00,35.74
4/12/2017 16:00:00,35.63
4/13/2017 16:00:00,35.25
4/17/2017 16:00:00,35.48
4/18/2017 16:00:00,35.77
4/19/2017 16:00:00,35.91
4/20/2017 16:00:00,36.18
4/21/2017 16:00:00,36.32
4/24/2017 16:00:00,36.75
4/25/2017 16:00:00,36.87
4/26/2017 16:00:00,36.93
4/27/2017 16:00:00,37.43
4/28/2017 16:00:00,36.15
5/1/2017 16:00:00,36.31
5/2/2017 16:00:00,36.97
5/3/2017 16:00:00,36.98
5/4/2017 16:00:00,36.85
5/5/2017 16:00:00,36.82
5/8/2017 16:00:00,36.54
5/9/2017 16:00:00,36.37
5/10/2017 16:00:00,36.01
5/11/2017 16:00:00,35.69
5/12/2017 16:00:00,35.53
5/15/2017 16:00:00,35.63
5/16/2017 16:00:00,35.82
5/17/2017 16:00:00,35.04
5/18/2017 16:00:00,35.22
5/19/2017 16:00:00,35.4
5/22/2017 16:00:00,35.77
5/23/2017 16:00:00,35.86
5/24/2017 16:00:00,36.12
5/25/2017 16:00:00,36.26
5/26/2017 16:00:00,36.26
5/30/2017 16:00:00,36.18
5/31/2017 16:00:00,36.11
6/1/2017 16:00:00,36.12
6/2/2017 16:00:00,36.32
6/5/2017 16:00:00,36.34
6/6/2017 16:00:00,36.13
6/7/2017 16:00:00,36.26
6/8/2017 16:00:00,36.48
6/9/2017 16:00:00,35.71
6/12/2017 16:00:00,35.73
6/13/2017 16:00:00,35.88
6/14/2017 16:00:00,35.53
6/15/2017 16:00:00,35.31
6/16/2017 16:00:00,35.21
6/19/2017 16:00:00,35.51
6/20/2017 16:00:00,34.86
6/21/2017 16:00:00,34.58
6/22/2017 16:00:00,34.36
6/23/2017 16:00:00,34.19
6/26/2017 16:00:00,34.07
6/27/2017 16:00:00,33.65
6/28/2017 16:00:00,34.2
6/29/2017 16:00:00,33.54
6/30/2017 16:00:00,33.74
7/3/2017 16:00:00,33.46
7/5/2017 16:00:00,34.34
7/6/2017 16:00:00,33.63
7/7/2017 16:00:00,33.88
7/10/2017 16:00:00,33.65
7/11/2017 16:00:00,33.92
7/12/2017 16:00:00,34.25
7/13/2017 16:00:00,34.24
7/14/2017 16:00:00,34.68
7/17/2017 16:00:00,34.47
7/18/2017 16:00:00,34.53
7/19/2017 16:00:00,34.56
7/20/2017 16:00:00,34.75
7/21/2017 16:00:00,34.73
7/24/2017 16:00:00,34.5
7/25/2017 16:00:00,34.67
7/26/2017 16:00:00,34.75
7/27/2017 16:00:00,34.97
7/28/2017 16:00:00,35.31
7/31/2017 16:00:00,35.47
8/1/2017 16:00:00,36.35
8/2/2017 16:00:00,36.64
8/3/2017 16:00:00,36.49
8/4/2017 16:00:00,36.3
8/7/2017 16:00:00,36.43
8/8/2017 16:00:00,36.41
8/9/2017 16:00:00,36.59
8/10/2017 16:00:00,36.14
8/11/2017 16:00:00,35.87
8/14/2017 16:00:00,36.34
8/15/2017 16:00:00,36
8/16/2017 16:00:00,35.81
8/17/2017 16:00:00,35.17
8/18/2017 16:00:00,35.01
8/21/2017 16:00:00,34.92
8/22/2017 16:00:00,34.65
8/23/2017 16:00:00,34.66
8/24/2017 16:00:00,34.71
8/25/2017 16:00:00,34.67
8/28/2017 16:00:00,34.65
8/29/2017 16:00:00,34.73
8/30/2017 16:00:00,34.89
8/31/2017 16:00:00,35.07
9/1/2017 16:00:00,35.09
9/5/2017 16:00:00,35.02
9/6/2017 16:00:00,35.76
9/7/2017 16:00:00,35.54
9/8/2017 16:00:00,35.19
9/11/2017 16:00:00,35.77
9/12/2017 16:00:00,36.09
9/13/2017 16:00:00,36.33
9/14/2017 16:00:00,36.48
9/15/2017 16:00:00,37
9/18/2017 16:00:00,37
9/19/2017 16:00:00,37.23
9/20/2017 16:00:00,37.07
9/21/2017 16:00:00,37.2
9/22/2017 16:00:00,37.18
9/25/2017 16:00:00,37.16
9/26/2017 16:00:00,37.47
9/27/2017 16:00:00,37.54
9/28/2017 16:00:00,37.83
9/29/2017 16:00:00,38.08
10/2/2017 16:00:00,39.04
10/3/2017 16:00:00,39.38
10/4/2017 16:00:00,39.34
10/5/2017 16:00:00,39.53
10/6/2017 16:00:00,39.63
10/9/2017 16:00:00,39.86
10/10/2017 16:00:00,39.65
10/11/2017 16:00:00,39.3
10/12/2017 16:00:00,39.19
10/13/2017 16:00:00,39.67
10/16/2017 16:00:00,39.76
10/17/2017 16:00:00,39.79
10/18/2017 16:00:00,40.25
10/19/2017 16:00:00,40.09
10/20/2017 16:00:00,40.43
10/23/2017 16:00:00,40.83
10/24/2017 16:00:00,40.95
10/25/2017 16:00:00,40.78
10/26/2017 16:00:00,41.35
10/27/2017 16:00:00,44.4
10/30/2017 16:00:00,44.37
10/31/2017 16:00:00,45.49
11/1/2017 16:00:00,46.71
11/2/2017 16:00:00,47.1
11/3/2017 16:00:00,46.34
11/6/2017 16:00:00,46.7
11/7/2017 16:00:00,46.78
11/8/2017 16:00:00,46.7
11/9/2017 16:00:00,46.3
11/10/2017 16:00:00,45.58
11/13/2017 16:00:00,45.75
11/14/2017 16:00:00,45.86
11/15/2017 16:00:00,45.46
11/16/2017 16:00:00,45.65
11/17/2017 16:00:00,44.63
11/20/2017 16:00:00,44.62
11/21/2017 16:00:00,44.94
11/22/2017 16:00:00,44.65
11/24/2017 13:00:00,44.75
11/27/2017 16:00:00,44.49
11/28/2017 16:00:00,44.73
11/29/2017 16:00:00,43.95
11/30/2017 16:00:00,44.84
12/1/2017 16:00:00,44.68
12/4/2017 16:00:00,44.49
12/5/2017 16:00:00,43.44
12/6/2017 16:00:00,43.45
12/7/2017 16:00:00,43.08
12/8/2017 16:00:00,43.35
12/11/2017 16:00:00,43.66
12/12/2017 16:00:00,43.33
12/13/2017 16:00:00,43.34
12/14/2017 16:00:00,43.26
12/15/2017 16:00:00,44.56
12/18/2017 16:00:00,46.26
12/19/2017 16:00:00,47.04
12/20/2017 16:00:00,47.56
12/21/2017 16:00:00,46.76
12/22/2017 16:00:00,46.7
12/26/2017 16:00:00,46.08
12/27/2017 16:00:00,46.11
12/28/2017 16:00:00,46.22
12/29/2017 16:00:00,46.16
1/2/2018 16:00:00,46.85
1/3/2018 16:00:00,45.26
1/4/2018 16:00:00,44.43
1/5/2018 16:00:00,44.74
1/8/2018 16:00:00,44.74
1/9/2018 16:00:00,43.62
1/10/2018 16:00:00,42.5
1/11/2018 16:00:00,43.41
1/12/2018 16:00:00,43.24
1/16/2018 16:00:00,43.14
1/17/2018 16:00:00,44.39
1/18/2018 16:00:00,44.48
1/19/2018 16:00:00,44.82
1/22/2018 16:00:00,45.75
1/23/2018 16:00:00,46.06
1/24/2018 16:00:00,45.51
1/25/2018 16:00:00,45.3
1/26/2018 16:00:00,50.08
1/29/2018 16:00:00,49.98
1/30/2018 16:00:00,48.79
1/31/2018 16:00:00,48.14
2/1/2018 16:00:00,47.65
2/2/2018 16:00:00,46.15
2/5/2018 16:00:00,44.52
2/6/2018 16:00:00,44.91
2/7/2018 16:00:00,45.2
2/8/2018 16:00:00,42.75
2/9/2018 16:00:00,43.95
2/12/2018 16:00:00,44.83
2/13/2018 16:00:00,44.46
2/14/2018 16:00:00,45.38
2/15/2018 16:00:00,45.92
2/16/2018 16:00:00,45.56
2/20/2018 16:00:00,46.32
2/21/2018 16:00:00,45.94
2/22/2018 16:00:00,45.8
2/23/2018 16:00:00,47.73
2/26/2018 16:00:00,49.11
2/27/2018 16:00:00,49.91
2/28/2018 16:00:00,49.29
3/1/2018 16:00:00,47.84
3/2/2018 16:00:00,48.98
3/5/2018 16:00:00,49.75
3/6/2018 16:00:00,50.71
3/7/2018 16:00:00,51.32
3/8/2018 16:00:00,50.74
3/9/2018 16:00:00,52.19
3/12/2018 16:00:00,51.52
3/13/2018 16:00:00,51.78
3/14/2018 16:00:00,51.86
3/15/2018 16:00:00,50.88
3/16/2018 16:00:00,51.17
3/19/2018 16:00:00,50.83
3/20/2018 16:00:00,51.55
3/21/2018 16:00:00,51.56
3/22/2018 16:00:00,50.83
3/23/2018 16:00:00,49.36
3/26/2018 16:00:00,52.48
3/27/2018 16:00:00,51.19
3/28/2018 16:00:00,49.6
3/29/2018 16:00:00,52.08
4/2/2018 16:00:00,48.92
4/3/2018 16:00:00,49.75
4/4/2018 16:00:00,49.99
4/5/2018 16:00:00,50.38
4/6/2018 16:00:00,48.79
4/9/2018 16:00:00,49.55
4/10/2018 16:00:00,51.27
4/11/2018 16:00:00,51.1
4/12/2018 16:00:00,52.72
4/13/2018 16:00:00,51.86
4/16/2018 16:00:00,52.4
4/17/2018 16:00:00,53.54
4/18/2018 16:00:00,53.61
4/19/2018 16:00:00,52.22
4/20/2018 16:00:00,51.53
4/23/2018 16:00:00,51.1
4/24/2018 16:00:00,51.45
4/25/2018 16:00:00,51.38
4/26/2018 16:00:00,53.05
4/27/2018 16:00:00,52.73
4/30/2018 16:00:00,51.62
5/1/2018 16:00:00,53.33
5/2/2018 16:00:00,52.31
5/3/2018 16:00:00,52.28
5/4/2018 16:00:00,52.78
5/7/2018 16:00:00,53.33
5/8/2018 16:00:00,53.63
5/9/2018 16:00:00,54.34
5/10/2018 16:00:00,54.98
5/11/2018 16:00:00,54.67
5/14/2018 16:00:00,54.9
5/15/2018 16:00:00,53.92
5/16/2018 16:00:00,54.64
5/17/2018 16:00:00,54.81
5/18/2018 16:00:00,54.81
5/21/2018 16:00:00,54.32
5/22/2018 16:00:00,54.45
5/23/2018 16:00:00,55.21
5/24/2018 16:00:00,54.75
5/25/2018 16:00:00,55.44
5/29/2018 16:00:00,55.32
5/30/2018 16:00:00,55.68
5/31/2018 16:00:00,55.2
6/1/2018 16:00:00,57.08
6/4/2018 16:00:00,56.83
6/5/2018 16:00:00,56.53
6/6/2018 16:00:00,57.03
6/7/2018 16:00:00,55.88
